"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Trade","","5","2026-06-17T08:15:47.083Z","4:15am EDT","","","0.08","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","","","Yes","Taker","40","","","","","","","","",""
"Order","Filled","","2026-06-17T08:15:46.084Z","","","","","","KXHYPE15M-26JUN170430-30","e211b09c-4d43-421b-b5a3-380332258736","5","0","","","","","","","","","","","",""
"Trade","","5","2026-06-17T08:15:46.084Z","4:15am EDT","","","0.08","","KXHYPE15M-26JUN170430-30","e211b09c-4d43-421b-b5a3-380332258736","","","Yes","Taker","39","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:44.081Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:43.080Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-06-17T08:15:42.094Z","","","","","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","5","0","","","","","","","","","","","",""
"Trade","","5","2026-06-17T08:15:42.094Z","4:15am EDT","","","0.08","","KXBTC15M-26JUN170430-30","554b4330-2445-455e-bf71-7fec951c1c81","","","Yes","Taker","39","","","","","","","","",""
"Order","Canceled","","2026-06-17T08:15:42.081Z","","","","","","KXETH15M-26JUN170430-30","d9a24032-029b-4e41-b494-a2185569bf34","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-06-17T08:15:42.075Z","","","","","","KXDOGE15M-26JUN170430-30","01f1a660-f6ba-4b93-a5b9-f8e52571963c","5","0","","","","","","","","","","","",""
"Trade","","5","2026-06-17T08:15:42.075Z","4:15am EDT","","","0.08","","KXDOGE15M-26JUN170430-30","01f1a660-f6ba-4b93-a5b9-f8e52571963c","","","Yes","Taker","38","","","","","","","","",""
